title,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,vote_average,vote_count,director
Star Trek: The Motion Picture,35000000,"['Science Fiction', 'Adventure', 'Mystery']",en,24.616634,['Paramount Pictures'],['United States of America'],1979-12-06,139000000,6.2,530,Robert Wise
Cape Fear,35000000,"['Crime', 'Thriller']",en,27.714043,"['Universal Pictures', 'Amblin Entertainment', 'Cappa Productions', 'Tribeca Productions']",['United States of America'],1991-11-15,182300000,7.0,675,Martin Scorsese
21,35000000,"['Drama', 'Crime']",en,45.149948,"['Columbia Pictures', 'Relativity Media']",['United States of America'],2008-03-27,69823199,6.5,1375,Robert Luketic
Trainwreck,35000000,['Comedy'],en,72.774941,"['Universal Pictures', 'Fuji Television Network', 'Dentsu', 'Apatow Productions']",['United States of America'],2015-07-17,140795793,5.9,1181,Judd Apatow
Guess Who,35000000,"['Comedy', 'Romance']",en,3.74263,"['Columbia Pictures', 'Regency Enterprises', '3 Arts Entertainment', 'Tall Trees Productions']",['United States of America'],2005-03-25,68915888,5.5,225,Kevin Rodney Sullivan
The English Patient,27000000,"['Drama', 'Romance', 'War']",en,29.381878,"['Miramax Films', 'Tiger Moth Productions']","['United Kingdom', 'United States of America']",1996-11-14,231976425,7.0,542,Anthony Minghella
L.A. Confidential,35000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,24.860326,"['Regency Enterprises', 'Wolper Organization', 'Warner Bros.']",['United States of America'],1997-09-19,126216940,7.7,1310,Curtis Hanson
Sky High,35000000,"['Adventure', 'Comedy', 'Family']",en,11.041659,"['Walt Disney Pictures', 'Gunn Films', 'Max Stronghold Productions Inc.']",['United States of America'],2005-07-29,86369815,5.8,550,Mike Mitchell
Species,35000000,"['Science Fiction', 'Horror', 'Action']",en,23.607071,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1995-07-07,113374103,5.5,453,Roger Donaldson
A Nightmare on Elm Street,1800000,['Horror'],en,38.204158,"['New Line Cinema', 'Smart Egg Pictures']",['United States of America'],1984-11-14,25504513,7.2,1180,Wes Craven
The Cell,33000000,"['Horror', 'Science Fiction', 'Thriller']",en,25.413955,"['New Line Cinema', 'Avery Pix', 'Radical Media', 'Katira Productions GmbH & Co. KG', 'Caro-McLeod']","['Germany', 'United States of America']",2000-08-17,104155843,6.0,436,Tarsem Singh
Secretariat,35000000,['Drama'],en,9.525037,"['Walt Disney Pictures', 'Fast Track Productions', 'Mayhem Pictures']",['United States of America'],2010-08-20,60251371,6.8,103,Randall Wallace
TMNT,34000000,"['Adventure', 'Animation', 'Comedy', 'Family']",en,18.39217,"['The Weinstein Company', 'Imagi Animation Studios', 'Warner Bros.', 'Mirage Studios', 'Imagi Production']",['United States of America'],2007-03-23,95608995,6.0,345,Kevin Munroe
Radio,32000000,['Drama'],en,9.254647,"['Revolution Studios', 'Tollin/Robbins Productions']",['United States of America'],2003-10-24,52277485,6.8,141,Mike Tollin
Friends with Benefits,35000000,"['Romance', 'Comedy']",en,40.526587,"['Castle Rock Entertainment', 'Screen Gems', 'Olive Bridge Entertainment']",['United States of America'],2011-07-21,150483765,6.5,2237,Will Gluck
Neighbors 2: Sorority Rising,35000000,['Comedy'],en,50.179171,"['Universal Pictures', 'Perfect World Pictures', 'Point Grey Pictures', 'Good Universe']",['United States of America'],2016-05-04,108758521,5.6,1462,Nicholas Stoller
Saving Mr. Banks,35000000,"['Comedy', 'Drama', 'History']",en,31.957947,"['Walt Disney Pictures', 'BBC Films', 'Ruby Films', 'Essential Media & Entertainment', 'Hopscotch Features']","['Australia', 'United Kingdom', 'United States of America']",2013-11-16,112544580,7.3,1226,John Lee Hancock
Malcolm X,34000000,"['Drama', 'History']",en,19.822791,"['JVC Entertainment', '40 Acres & A Mule Filmworks', 'Warner Bros.']",['United States of America'],1992-11-18,48169908,7.2,370,Spike Lee
This Is 40,35000000,['Comedy'],en,38.429648,['Apatow Productions'],['United States of America'],2012-12-20,88058786,5.6,896,Judd Apatow
Old Dogs,35000000,"['Comedy', 'Family']",en,13.707843,"['Walt Disney Pictures', 'Tapestry Films']",['United States of America'],2009-11-24,92219310,5.2,210,Walt Becker
Underworld: Rise of the Lycans,35000000,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",en,51.927471,"['Lakeshore Entertainment', 'Screen Gems', 'Sketch Films', 'UW3 Film Productions']",['United States of America'],2009-01-22,91353501,6.2,1428,Patrick Tatopoulos
License to Wed,35000000,['Comedy'],en,14.503568,"['Village Roadshow Pictures', 'Robert Simonds Productions', 'Warner Bros.', 'Phoenix Pictures', 'Underground', 'Proposal Productions']","['Australia', 'United States of America']",2007-07-04,69307224,5.2,253,Ken Kwapis
Must Love Dogs,30000000,"['Comedy', 'Romance']",en,11.120167,"['Team Todd', 'Warner Bros.', 'Ubu Productions']",['United States of America'],2005-07-21,58405313,5.8,140,Gary David Goldberg
Donnie Brasco,35000000,"['Crime', 'Drama', 'Thriller']",en,40.370442,"['TriStar Pictures', 'Mark Johnson Productions', 'Phoenix Pictures', 'Baltimore Pictures']",['United States of America'],1997-02-27,41954997,7.4,1147,Mike Newell
Resident Evil,33000000,"['Horror', 'Action', 'Science Fiction']",en,40.715623,"['Impact Pictures', 'Davis-Films', 'New Legacy', 'Constantin Film Produktion']","['France', 'Germany', 'United Kingdom', 'United States of America']",2002-03-15,102984862,6.4,2065,Paul W.S. Anderson
Poltergeist,10700000,['Horror'],en,36.230204,"['SLM Production Group', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],1982-06-04,122200000,7.0,794,Tobe Hooper
Max Payne,35000000,['Action'],en,25.903237,"['Dune Entertainment', 'Firm Films', 'Collision Entertainment', 'Abandon Entertainment', 'Foxtor Productions', 'Depth Entertainment']","['United States of America', 'Canada']",2008-10-15,85416905,5.2,613,John Moore
In Time,40000000,"['Action', 'Thriller', 'Science Fiction']",en,60.231382,"['Regency Enterprises', 'Strike Entertainment', 'New Regency Pictures']",['United States of America'],2011-10-27,173930596,6.7,3417,Andrew Niccol
The Back-Up Plan,35000000,"['Comedy', 'Romance']",en,18.38292,"['Escape Artists', 'CBS Films']",['United States of America'],2010-04-23,77477008,5.7,458,Alan Poul
Something Borrowed,35000000,"['Comedy', 'Drama', 'Romance']",en,14.029012,"['Alcon Entertainment', 'Wild Ocean Films', '2S Films']",['United States of America'],2011-05-05,59901913,5.9,296,Luke Greenfield
The Bad News Bears,35000000,"['Comedy', 'Family']",en,6.889633,['Paramount Pictures'],['United States of America'],1976-04-07,35323292,6.9,97,Michael Ritchie
Street Fighter,35000000,"['Action', 'Adventure', 'Thriller']",en,19.286099,"['Universal Pictures', 'Capcom']","['Japan', 'United States of America']",1994-12-22,99423521,4.1,325,Steven E. de Souza
The Pianist,35000000,"['Drama', 'War']",en,50.587541,"['Bac Films', 'Canal+Polska', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'Beverly Detroit', 'FilmFernsehFonds Bayern', 'Filmboard Berlin-Brandenburg (FBB)', 'Mainstream S.A.', 'R.P. Productions', 'StudioCanal', 'Filmförderungsanstalt (FFA)', 'Canal+', 'Interscope Communications', 'Telewizja Polska (TVP)', 'Runteam']","['France', 'Germany', 'Poland', 'United Kingdom']",2002-09-24,120072577,8.0,1864,Roman Polanski
House of Wax,40000000,['Horror'],en,17.157738,"['Village Roadshow Pictures', 'Dark Castle Entertainment', 'Warner Bros.']",['United States of America'],2005-04-30,68766121,5.5,677,Jaume Collet-Serra
Closer,27000000,"['Drama', 'Romance']",en,22.636908,['Columbia Pictures'],['United States of America'],2004-12-01,115505027,6.7,811,Mike Nichols
J. Edgar,35000000,"['Drama', 'Crime', 'History']",en,28.069419,"['Imagine Entertainment', 'Malpaso Productions', 'Wintergreen Productions']",['United States of America'],2011-11-09,84606030,6.0,741,Clint Eastwood
Mirrors,35000000,"['Horror', 'Mystery', 'Thriller']",en,19.774543,"['Regency Enterprises', 'Castel Film Romania', 'ASAF', 'New Regency Pictures', 'Luna Pictures']","['Romania', 'United States of America']",2008-08-15,72436439,6.0,485,Alexandre Aja
Queen of the Damned,35000000,"['Drama', 'Fantasy', 'Horror']",en,11.644243,"['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.', 'WV Films LLC', 'Material']","['Australia', 'United States of America']",2002-02-10,45479110,5.4,239,Michael Rymer
Predator 2,35000000,"['Science Fiction', 'Action', 'Thriller']",en,27.934978,"['Twentieth Century Fox Film Corporation', 'Lawrence Gordon Productions', 'Davis Entertainment', 'Silver Pictures']",['United States of America'],1990-11-20,57120318,5.9,730,Stephen Hopkins
Untraceable,35000000,['Drama'],en,12.677505,"['Lakeshore Entertainment', 'Cohen/Pearl Productions', 'Screen Gems']",['United States of America'],2008-01-22,32483410,5.9,238,Gregory Hoblit
Blast from the Past,35000000,"['Comedy', 'Romance']",en,8.737058,"['New Line Cinema', 'Forge', 'Midnight Sun Pictures']",['United States of America'],1999-02-12,40263020,6.3,245,Hugh Wilson
Flash Gordon,35000000,['Science Fiction'],en,12.343507,"['Dino De Laurentiis Company', 'Starling Films']",['United States of America'],1980-09-01,27107960,6.1,233,Mike Hodges
Jersey Girl,35000000,"['Comedy', 'Romance']",en,14.699342,"['Miramax Films', 'Beverly Detroit', 'View Askew Productions', 'Close Call Films']",['United States of America'],2004-03-25,36098382,5.8,325,Kevin Smith
Alex Cross,45000000,"['Action', 'Thriller', 'Crime', 'Mystery']",en,14.513243,['Summit Entertainment'],['United States of America'],2012-10-18,30353232,5.1,300,Rob Cohen
Midnight in the Garden of Good and Evil,35000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,5.525544,"['Warner Bros.', 'Malpaso Company']",['United States of America'],1997-11-21,25105255,6.3,157,Clint Eastwood
Heist,8900000,"['Crime', 'Action', 'Thriller']",en,15.079993,"['Emmett/Furla Films', 'Silver Plane Films', 'Mass Hysteria Entertainment', 'Tri Vision Pictures']",['United States of America'],2015-11-13,4100000,5.6,318,Scott Mann
Nanny McPhee and the Big Bang,35000000,"['Comedy', 'Fantasy']",en,23.835055,"['Universal Pictures', 'Three Strange Angels', 'Studio Canal', 'Relativity Media', 'Working Title Films']","['United States of America', 'United Kingdom', 'France']",2010-03-26,93246388,6.0,436,Susanna White
The X Files: I Want to Believe,30000000,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",en,25.454549,"['Twentieth Century Fox Film Corporation', 'Ten Thirteen Productions', 'Dune Entertainment III', 'Crying Box Productions']","['Canada', 'United States of America']",2008-07-24,68369434,5.5,523,Chris Carter
Ella Enchanted,31000000,"['Family', 'Fantasy', 'Comedy']",en,22.71592,"['World 2000 Entertainment', 'Enchanted Productions']","['Ireland', 'United Kingdom']",2004-04-09,27388767,5.9,437,Tommy O'Haver
Concussion,35000000,['Drama'],en,35.120736,"['Columbia Pictures', 'Village Roadshow Pictures', 'Scott Free Productions', 'LStar Capital', 'The Cantillon Company', 'The Shuman Company']","['Australia', 'United States of America', 'United Kingdom']",2015-11-12,50363790,7.0,823,Peter Landesman
Abduction,35000000,"['Thriller', 'Action', 'Mystery']",en,19.893646,"['Lions Gate Films', 'Vertigo Entertainment', 'Gotham Group', 'Tailor Made', 'Mango Farms', 'Quick Six Entertainment']",['United States of America'],2011-09-22,82087155,5.6,961,John Singleton
Valiant,35000000,"['Animation', 'Family', 'Adventure']",en,14.051852,"['Vanguard Films', 'Scanbox']",['United Kingdom'],2005-03-25,19478106,5.2,235,Gary Chapman
Superhero Movie,35000000,"['Action', 'Comedy', 'Science Fiction']",en,19.088655,['Dimension Films'],['United States of America'],2008-03-27,25871834,4.9,379,Craig Mazin
Broken City,56000000,"['Thriller', 'Crime', 'Drama']",en,29.490057,"['Regency Enterprises', 'Inferno International', '1984 Private Defense Contractors', 'Closest to the Hole Productions', 'New Regency Pictures', 'Emmett/Furla Films', 'Envision Entertainment Corporation', 'Black Bear Pictures', 'Leverage Communications']",['United States of America'],2013-01-18,19701164,5.7,593,Allen Hughes
Cursed,35000000,"['Horror', 'Comedy']",en,11.195593,"['Craven-Maddalena Films', 'Outerbanks Entertainment', 'Dimension Films', 'Kalis Productions GmbH & Co. Zweite KG']","['Germany', 'United States of America']",2005-02-25,19294901,5.1,167,Wes Craven
Premium Rush,35000000,"['Crime', 'Action', 'Thriller']",en,17.709888,['Pariah Entertainment Group'],['United States of America'],2012-08-24,31083599,6.2,832,David Koepp
Hot Pursuit,35000000,"['Action', 'Comedy', 'Crime']",en,18.262017,"['New Line Cinema', 'Warner Bros.', 'Metro-Goldwyn-Mayer (MGM)', 'Pacific Standard']",['United States of America'],2015-05-08,51680201,5.4,647,Anne Fletcher
The Four Feathers,35000000,"['War', 'Adventure', 'Drama', 'Romance']",en,10.10364,"['Paramount Pictures', 'Miramax Films', 'Marty Katz Productions', 'Jaffilms Inc.', 'Dune Films', 'Belhaven Limited']","['United Kingdom', 'United States of America']",2002-09-08,29882645,6.5,159,Shekhar Kapur
Parker,35000000,"['Action', 'Crime']",en,28.670477,['SND'],['United States of America'],2013-01-23,46216641,5.7,1455,Taylor Hackford
Wimbledon,31000000,"['Comedy', 'Romance']",en,16.736734,['Universal Pictures'],"['France', 'United Kingdom']",2004-09-13,41512007,6.0,293,Richard Loncraine
Furry Vengeance,35000000,['Comedy'],en,13.668633,"['Summit Entertainment', 'Robert Simonds Productions', 'Participant Media', 'Imagenation Abu Dhabi FZ', 'Furry Vengeance Productions']","['United Arab Emirates', 'United States of America']",2010-04-02,39340177,4.6,149,Roger Kumble
Krull,27000000,"['Fantasy', 'Action', 'Adventure']",en,9.904881,"['Columbia Pictures Corporation', 'Barclays Mercantile Industrial Finance']","['Spain', 'United Kingdom', 'Italy', 'United States of America']",1983-07-29,16519460,5.8,129,Peter Yates
Lions for Lambs,35000000,"['Action', 'Adventure', 'Drama', 'History']",en,9.789027,"['Cruise/Wagner Productions', 'United Artists', 'Wildwood Enterprises', 'Andell Entertainment', 'Metro-Goldwyn-Mayer (MGM)', 'Brat Na Pont Productions']",['United States of America'],2007-10-22,63215872,6.0,216,Robert Redford
Walk Hard: The Dewey Cox Story,35000000,"['Comedy', 'Music']",en,10.73522,"['Columbia Pictures Corporation', 'Apatow Productions']",['United States of America'],2007-12-21,18317151,6.6,212,Jake Kasdan
American Outlaws,35000000,"['Action', 'Western']",en,6.727949,['Morgan Creek Productions'],['United States of America'],2001-08-17,13678913,5.7,55,Les Mayfield
The Young Victoria,35000000,"['Drama', 'History', 'Romance']",en,16.343317,['GK Films'],"['United Kingdom', 'United States of America']",2009-03-04,27409889,7.0,322,Jean-Marc Vallée
Whiteout,40000000,"['Action', 'Crime', 'Mystery', 'Thriller']",en,14.818718,"['StudioCanal', 'Dark Castle Entertainment', 'Don Carmody Productions', 'Warner Bros.', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Ontario Media Development Corporation (OMDC)', 'Manitoba Film and Video Production Tax Credit', 'McMurdo (Canada) Productions']","['Canada', 'France', 'United States of America']",2009-09-09,12206028,5.3,220,Dominic Sena
The Tree of Life,32000000,"['Drama', 'Fantasy']",en,43.862456,"['Fox Searchlight Pictures', 'Plan B Entertainment', 'River Road Entertainment']",['United States of America'],2011-05-18,54674226,6.5,987,Terrence Malick
Sabotage,35000000,"['Action', 'Drama', 'Thriller', 'Crime']",en,27.903999,"['Open Road Films', 'QED International', 'Albert S. Ruddy Productions', 'Crave Films', 'Roth Films']",['United States of America'],2014-03-28,17508518,5.5,555,David Ayer
The Order,35000000,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",en,3.746806,"['Twentieth Century Fox Film Corporation', 'N1 European Film Produktions GmbH & Co. KG', 'Baumgarten Merims Productions']","['Germany', 'United States of America']",2003-09-05,11560806,4.8,91,Brian Helgeland
Punisher: War Zone,20500000,"['Action', 'Crime']",en,17.112498,"['Lionsgate', 'MHF Zweite Academy Film', 'Marvel Knights', 'Valhalla Motion Pictures', 'SGF Entertainment', 'Muse Entertainment']","['Canada', 'Germany', 'United States of America']",2008-12-05,10089373,5.6,294,Lexi Alexander
Zoom,35000000,"['Family', 'Fantasy', 'Comedy']",en,10.304172,"['Columbia Pictures', 'Revolution Studios']",['United States of America'],2006-08-11,12506188,4.9,135,Peter Hewitt
The Walk,35000000,"['Adventure', 'Drama', 'Thriller']",en,37.335721,"['TriStar Pictures', 'Sony Pictures Entertainment', 'ImageMovers']",['United States of America'],2015-09-30,61181942,6.9,1121,Robert Zemeckis
A Good Year,35000000,"['Comedy', 'Drama', 'Romance']",en,16.782471,"['Fox 2000 Pictures', 'Scott Free Productions']",['United States of America'],2006-09-09,42064105,6.5,357,Ridley Scott
Radio Flyer,35000000,['Drama'],en,3.503408,"['Columbia Pictures', 'Stonebridge Entertainment', 'Donner/Shuler-Donner Productions']",['United States of America'],1992-02-21,4651977,6.6,53,Richard Donner
Femme Fatale,35000000,"['Thriller', 'Crime', 'Romance']",en,9.07278,"['Epsilon Motion Pictures', 'Quinta Communications']","['Switzerland', 'France']",2002-11-06,16838910,6.2,142,Brian De Palma
The Horseman on the Roof,35000000,"['War', 'Adventure', 'Drama', 'Romance']",en,2.877488,"['France 2 Cinéma', 'Hachette Première', 'Canal+']",['France'],1995-09-20,15000000,6.7,25,Jean-Paul Rappeneau
